Contract ID;Created Date;Type;Insurance Category;Yearly Management Fee;Sales Fee;Customer ID
404;11.04.17;Existing Contract;Household contents insurance;9,09;0;2706
405;24.05.17;Existing Contract;Household contents insurance;0;0;3751
406;06.07.17;Existing Contract;Term life insurance;6,56;0;1824
407;24.05.17;Existing Contract;Private health insurance;;0;3766
408;25.05.17;Existing Contract;Statutory health insurance;;0;2248
409;06.02.17;Existing Contract;Homeowner’s building insurance;95,12;0;3936
410;24.04.17;Existing Contract;Private pension insurance;2,38;0;3380
411;10.08.17;Existing Contract;Private pension insurance;;0;2044
412;29.05.17;Existing Contract;Personal liability insurance;;0;4952
413;30.03.17;Existing Contract;Occupational disability insurance;25,69;0;3581
414;07.03.17;Existing Contract;Pet owner liability insurance;;0;4947
415;27.04.17;Existing Contract;Statutory health insurance;;0;3208
416;17.05.17;Existing Contract;Autocycle and moped insurance;0;0;5245
417;07.06.17;Existing Contract;Legal protection insurance;29,15;0;4238
418;13.04.17;Existing Contract;Occupational disability insurance & private pension insurance;;0;2180
419;02.02.17;Existing Contract;Motor vehicle legal protection insurance;13,31;0;3086
420;07.06.17;Existing Contract;Travel health insurance;0,18;0;2545
421;12.06.17;Existing Contract;Legal protection insurance;39,27;0;1695
422;18.04.18;Existing Contract;Legal protection insurance;13,21;0;374
423;28.04.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance;15,35;0;684
424;19.06.17;Existing Contract;Term life insurance;;0;815
425;19.06.17;Existing Contract;ADAC (automobile association) Plus membership;;0;431
426;09.06.17;Existing Contract;Accident insurance;;0;3051
427;15.05.17;Existing Contract;Personal liability insurance;0;0;390
428;27.02.17;Existing Contract;Motorcycle insurance;0;0;1345
429;21.12.17;Existing Contract;Personal liability insurance;11,9;0;4886
430;14.02.17;Existing Contract;Occupational disability insurance;18,12;0;3277
431;15.03.17;Existing Contract;Occupational disability insurance;9,74;0;2759
432;16.06.17;Existing Contract;Travel health insurance;0,81;0;1218
433;10.05.17;Existing Contract;Statutory health insurance;;0;1616
434;20.03.17;Existing Contract;Motor vehicle liability insurance;6,23;0;1924
435;01.05.17;Existing Contract;Accident insurance;21,17;0;957
436;24.05.17;Existing Contract;Personal liability insurance;0;0;3441
437;15.03.17;Existing Contract;Homeowner’s building insurance;;0;1895
438;12.03.17;Existing Contract;Statutory health insurance;;0;413
439;27.04.17;Existing Contract;Personal liability insurance & household contents insurance;35,16;0;2420
440;17.03.17;Existing Contract;Travel health insurance;;0;2589
441;05.04.17;Existing Contract;Occupational disability insurance;13,73;0;1377
442;30.03.17;Existing Contract;Occupational disability insurance;6,79;0;4259
443;21.04.17;New Contract;Legal protection insurance;32,36;0;4130
444;01.06.17;Existing Contract;Personal liability insurance;8,87;0;5172
445;28.04.17;Existing Contract;Travel health insurance;0,09;0;2947
446;22.08.17;Existing Contract;Homeowner’s building insurance;25,8;0;2657
447;10.04.17;Existing Contract;Personal liability insurance;16,09;0;5184
448;27.03.17;Existing Contract;Personal liability insurance;8,39;0;364
449;15.06.17;New Contract;Household contents insurance;8,99;0;1289
450;08.03.17;Existing Contract;Household contents insurance;;0;3451
451;16.02.17;Existing Contract;Daily sickness benefits insurance & supplementary dental insurance;2,81;0;4746
452;16.05.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance (with insurance cover certificate);56,6;0;2873
453;26.01.17;Existing Contract;Riester pension insurance scheme;0;0;3963
454;28.04.17;Existing Contract;Statutory health insurance;;0;3474
455;19.05.17;Existing Contract;Accident insurance;24;0;4360
456;22.02.17;Existing Contract;Foreign travel health insurance;;0;3860
457;21.02.18;Existing Contract;Personal liability insurance;13,08;0;4277
458;08.06.17;Existing Contract;Personal liability insurance & heating oil insurance and water pollution insurance;6,76;0;3147
459;14.02.17;Existing Contract;Occupational disability insurance & endowment life insurance;;0;1923
460;27.02.17;Existing Contract;Daily hospital allowance insurance & supplementary health insurance for outpatient alternative practitioner services and visual aids;1,41;0;1684
461;03.05.17;Existing Contract;Legal protection insurance;52,56;0;353
462;22.06.17;Existing Contract;Legal protection insurance;49,78;0;4028
463;08.05.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance;0;0;4859
464;19.05.17;Existing Contract;Legal protection insurance;;0;4726
465;28.04.17;Existing Contract;Glass insurance;10,98;0;690
466;22.01.17;Existing Contract;Statutory health insurance;;0;2941
467;26.01.17;Existing Contract;Private pension insurance;22,96;0;4874
468;06.07.17;Existing Contract;Accident insurance;18,34;0;3395
469;01.06.17;Existing Contract;Supplementary long-term nursing care insurance (KV);4,24;0;5118
470;06.12.17;New Contract;Legal protection insurance;58,16;0;4560
471;23.10.17;Existing Contract;Household contents insurance;;0;5191
472;16.05.17;Existing Contract;Occupational disability insurance & endowment life insurance;;0;3363
473;19.06.17;Existing Contract;Occupational disability insurance & term life insurance;;0;1222
474;23.05.17;Existing Contract;Accident insurance;;0;2568
475;26.05.17;Existing Contract;Accident insurance;17,14;0;766
476;18.02.17;Existing Contract;Statutory health insurance;;0;4603
477;26.10.17;Existing Contract;Legal protection insurance;25,49;0;1717
478;26.04.17;Existing Contract;Statutory health insurance;;0;994
479;22.07.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;82,88;0;900
480;14.06.17;Existing Contract;Legal protection insurance;;0;4786
481;26.08.17;Existing Contract;Private health insurance & compulsory long-term nursing care insurance;125,84;0;2386
482;03.02.17;Existing Contract;Household contents insurance;8,11;0;61
483;09.06.17;Existing Contract;Private health insurance & compulsory long-term nursing care insurance;51,11;0;707
484;11.04.17;Existing Contract;Motor vehicle liability insurance (with insurance cover certificate);17,89;0;4174
485;13.03.17;Existing Contract;Statutory health insurance;;0;5089
486;11.05.17;Existing Contract;Personal liability insurance & household contents insurance;0;0;2978
487;31.01.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance (with insurance cover certificate);0;0;4383
488;08.05.17;Existing Contract;Supplementary hospitalisation insurance;1,5;0;3066
489;16.01.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance;0;0;3450
490;09.06.17;Existing Contract;Water pollution liability insurance;;0;2051
491;19.01.17;Existing Contract;Personal liability insurance;9,05;0;449
492;27.01.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;99,52;0;4026
493;30.03.17;Existing Contract;Occupational disability insurance;12,44;0;4649
494;18.04.18;Existing Contract;Statutory health insurance;;0;3367
495;10.10.17;New Contract;Household contents insurance;21,6;0;2532
496;07.06.17;Existing Contract;Accident insurance;19,52;0;2395
497;19.04.17;Existing Contract;Accident insurance;4,7;0;3326
498;21.04.17;Existing Contract;Accident insurance;34,82;0;1302
499;03.05.18;Existing Contract;Occupational disability insurance;;0;3440
500;28.06.17;Existing Contract;ADAC (automobile) membership;;0;686
501;22.05.17;Existing Contract;Pet owner liability insurance;9,58;0;4929
502;11.05.17;Existing Contract;Travel health insurance;0,08;0;4880
503;20.03.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance (with insurance cover certificate);;0;2774
504;15.09.17;Existing Contract;Private pension insurance;0;0;1629
505;11.05.17;Existing Contract;Daily sickness benefits insurance & supplementary hospitalisation insurance;6,01;0;1039
506;30.04.17;Existing Contract;Statutory health insurance;;0;1809
507;15.03.17;Existing Contract;Statutory health insurance;;0;5407
508;20.02.17;Existing Contract;Travel health insurance;0;0;2896
509;19.01.17;Existing Contract;Legal protection insurance;64,29;0;4983
510;15.02.17;Existing Contract;Statutory health insurance;;0;3167
511;28.08.17;Existing Contract;Personal liability insurance;;0;4094
512;28.06.17;Existing Contract;Mobile phone insurance;;0;220
513;08.05.17;Existing Contract;Legal protection insurance;45,54;0;697
514;13.02.17;Existing Contract;Statutory health insurance;;0;1606
515;16.06.17;Existing Contract;Personal liability insurance;21;0;3273
516;05.03.17;Existing Contract;Statutory health insurance;;0;3598
517;09.01.17;Existing Contract;Statutory health insurance;;0;4345
518;27.03.17;Existing Contract;Trailer insurance;3,03;0;3458
519;28.04.17;Existing Contract;Riester pension insurance scheme;18;0;4650
520;31.05.17;Existing Contract;Occupational disability insurance;11,52;0;639
521;02.05.17;Existing Contract;Statutory health insurance;;0;2798
522;18.05.17;Existing Contract;Personal liability insurance;17,8;0;3223
523;30.01.17;Existing Contract;Pet owner liability insurance;0;0;4897
524;09.05.17;Existing Contract;Travel health insurance;;0;5134
525;13.04.17;Existing Contract;Drones & copters liability insurance;;0;4647
526;01.08.17;Existing Contract;Household contents insurance;;0;4820
527;13.09.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;0;0;2977
528;31.05.17;Existing Contract;Occupational disability insurance;4,54;0;744
529;12.05.17;Existing Contract;Travel health insurance;0,19;0;3389
530;28.02.17;Existing Contract;Travel health insurance;0,14;0;1530
531;11.03.17;Existing Contract;Statutory health insurance;;0;5267
532;24.05.17;Existing Contract;Statutory health insurance;;0;751
533;08.06.17;Existing Contract;Dog owner liability insurance;10,35;0;2054
534;16.05.17;Existing Contract;Private pension insurance;;0;4558
535;31.05.17;Existing Contract;Accident insurance;13,02;0;1167
536;21.05.17;Existing Contract;Statutory health insurance;;0;4083
537;16.05.17;Existing Contract;Household contents insurance;;0;3489
538;02.02.17;Existing Contract;Household contents insurance;23,81;0;5113
539;17.05.17;Existing Contract;Legal protection insurance;;0;3883
540;11.07.17;Existing Contract;Pet owner liability insurance;9,75;0;4516
541;02.06.17;Existing Contract;Legal protection insurance;61,85;0;2948
542;24.05.17;Existing Contract;Household contents insurance & glass insurance;;0;3144
543;23.06.17;Existing Contract;Legal protection insurance;72,19;0;5054
544;21.05.17;Existing Contract;Statutory health insurance;;0;1533
545;25.04.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;30,43;0;2957
546;14.06.17;Existing Contract;Supplementary dental insurance;1,4;0;5286
547;06.12.17;Existing Contract;Riester pension insurance scheme;15,74;0;415
548;26.08.17;Existing Contract;Legal protection insurance;28,02;0;1884
549;19.04.17;Existing Contract;Statutory health insurance;;0;1948
550;23.04.17;Existing Contract;Statutory health insurance;;0;153
551;11.07.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance (with insurance cover certificate);;0;3727
552;02.06.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance;;0;5074
553;21.03.17;Existing Contract;Critical illness insurance;6;0;700
554;04.08.17;Existing Contract;Legal protection insurance;28,14;0;3596
555;03.11.17;Existing Contract;Travel health insurance;;0;5399
556;16.02.17;Existing Contract;Riester pension insurance scheme;0;0;5017
557;02.05.17;New Contract;Occupational disability insurance;22,39;1140,75;5079
558;24.05.17;Existing Contract;Compulsory long-term nursing care insurance;2,93;0;3551
559;17.02.18;Existing Contract;Supplementary dental insurance;1,76;0;4200
560;02.03.17;Existing Contract;Personal liability insurance;9,66;0;2588
561;23.05.17;Existing Contract;Personal liability insurance;13,69;0;2097
562;21.11.17;Existing Contract;Private health insurance;101,94;0;812
563;23.03.17;Existing Contract;Basic pension insurance;;0;624
564;04.04.17;Existing Contract;Legal protection insurance;36,02;0;3742
565;15.07.17;Existing Contract;Accident insurance;41,6;0;2690
566;26.06.17;Existing Contract;Trailer insurance;1,24;0;4636
567;12.05.17;Existing Contract;Classic car insurance;;0;4019
568;08.09.17;New Contract;Supplementary dental insurance;8,28;345;2669
569;27.04.17;Existing Contract;Personal liability insurance;18,79;0;5332
570;29.11.17;Existing Contract;Motor vehicle liability insurance (Optional with comprehensive motor vehicle insurance, insurance cover certificate);15;0;1154
571;07.04.17;Existing Contract;Statutory health insurance;;0;2684
572;22.03.17;Existing Contract;Statutory health insurance;;0;4200
573;01.06.17;Existing Contract;Household contents insurance;27,65;0;767
574;10.05.17;Existing Contract;Occupational disability insurance & endowment life insurance;;0;2938
